freq,length,fragment
3,6,bye + NN*bye + N:HD.1*NN*NN:HD + bye + NN:HD*bye + N:HD*NN*NN:HD + NP*N:HD_1
3,4,S.2*NP:SBJ*VBZ:HD*AP:COMP + excellent + JJ:HD*excellent + AP:COMP*JJ:HD + attach
3,8,NP:COMP.1*DTP:SPR*AP:ADJ*NN:HD + second + JJ:HD*second + AP:ADJ*JJ:HD + NP:COMP.2*DTP:SPR*AP:ADJ*NN:HD + week + NN:HD*week + NP:COMP*DTP:SPR*AP:ADJ*NN:HD + attach
3,7,your + PP$:HD*your + NP:SPR*PP$:HD + NP:COMP.1*NP:SPR*NN:HD + time + NN:HD*time + NP:COMP*NP:SPR*NN:HD + attach
3,4,S.3*NP:SBJ*VBZ:HD*AP:COMP*ADVP:ADJ + then + RB:HD*then + ADVP:ADJ*RB:HD + attach
3,13,NP:SBJ*NP:HD + S.3*ADVP:FLQ*VBZ:HD*NP:SBJ*VP:COMP + look + VB:HD*look + VP:COMP.1*VB:HD*PP:ADJ + for + IN:HD*for + PP:ADJ.1*IN:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + VP:COMP*VB:HD*PP:ADJ + attach
3,4,ninth + JJ*ninth + ONUM:HD*JJ + NP*ONUM:HD + attach
3,7,three + CD*three + CNUM:HD*CD + NP:COMP.1*CNUM:HD*RB:ADJ + o'clock + RB:ADJ*o'clock + NP:COMP*CNUM:HD*RB:ADJ + attach
3,5,START.1 + yeah + UH*yeah + TOP.1*UH*UH + yeah + UH*yeah_1
3,4,NP:COMP.1*DTP:SPR*NN:HD + airport + NN:HD*airport + NP:COMP*DTP:SPR*NN:HD + attach
3,15,START.1 + okay + UH*okay + TOP.1*UH*S + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + sounds + VBZ:HD*sounds + S.2*NP:SBJ*VBZ:HD*AP:COMP + good + JJ:HD*good + AP:COMP*JJ:HD + attach
3,5,START.1 + okay + UH*okay + TOP.1*UH*UH + thanks + UH*thanks_1
3,8,PP.1*IN:HD*NP:COMP + your + PP$:HD*your + NP:SPR*PP$:HD + NP:COMP.1*NP:SPR*NN:HD + office + NN:HD*office + NP:COMP*NP:SPR*NN:HD + attach
3,14,START.1 + well + UH*well + TOP.1*UH*S + let + VBP:HD*let + S.1*VBP:HD*NP:COMP*VP:COMP + us + PP:HD*us + NP:COMP*PP:HD + S.2*VBP:HD*NP:COMP*VP:COMP + see + VB:HD*see + VP:COMP*VB:HD + attach
3,8,those + DT*those + DT-DM:HD*DT + DTP:SPR*DT-DM:HD + NP:ADJ.1*DTP:SPR*NNS:HD + days + NNS:HD*days + NP:ADJ*DTP:SPR*NNS:HD + attach
3,8,to + IN:HD*to + PP:ADJ.1*IN:HD*NP:COMP + three + CD*three + CNUM:HD*CD + NP:COMP*CNUM:HD + PP:ADJ*IN:HD*NP:COMP + attach
3,8,after + IN:HD*after + PP:ADJ.1*IN:HD*NP:COMP + that + DT*that + PR-DM:HD*DT + NP:COMP*PR-DM:HD + PP:ADJ*IN:HD*NP:COMP + attach
3,9,S.2*NP:SBJ*VBZ:HD*NP:COMP + no + DT*no + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP:COMP.1*DTP:SPR*NN:HD + problem + NN:HD*problem + NP:COMP*DTP:SPR*NN:HD + attach
3,5,VP:COMP.1*VB:HD*AP:COMP + better + JJR:HD*better + AP:COMP*JJR:HD + VP:COMP*VB:HD*AP:COMP + attach
3,9,VP:COMP.1*VB:HD*PP:ADJ + for + IN:HD*for + PP:ADJ.1*IN:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + VP:COMP*VB:HD*PP:ADJ + attach
3,6,VP:COMP.1*TO:HD*VP:COMP + go + VB:HD*go + VP:COMP*VB:HD + VP:COMP*TO:HD*VP:COMP + VP:COMP*VB:HD*VP:COMP + attach
3,8,S.2*NP:SBJ*VBZ:HD*PP:COMP + like + IN:HD*like + PP:COMP.1*IN:HD*NP:COMP + fun + NN:HD*fun + NP:COMP*NN:HD + PP:COMP*IN:HD*NP:COMP + attach
3,8,February + NP:HD*February + NP:COMP.1*NP:HD*NP:COMP + third + JJ*third + ONUM:HD*JJ + NP:COMP*ONUM:HD + NP:COMP*NP:HD*NP:COMP + attach
3,4,twelve + CD*twelve + CNUM:HD*CD + NP*CNUM:HD + attach
3,4,S.2*NP:SBJ*MD:HD*VP:COMP + work + VB:HD*work + VP:COMP*VB:HD + attach
3,5,CNUM:HD*CD + NP:COMP.1*CNUM:HD*RB:ADJ + o'clock + RB:ADJ*o'clock + NP:COMP*CNUM:HD*RB:ADJ + attach
3,12,eight + CD*eight + CNUM:HD*CD + NP.1*CNUM:HD*RB:ADJ + o'clock + RB:ADJ*o'clock + NP*CNUM:HD*RB:ADJ + N:HD.1*NP*NN:HD + flight + NN:HD*flight + N:HD*NP*NN:HD + NP:COMP*DTP:SPR*N:HD + attach
3,4,then + RB:HD*then + ADVP:COMP*RB:HD + PP:ADJ*IN:HD*ADVP:COMP + attach
3,4,Hanover + NP*Hanover + NP:COMP*NP + PP:ADJ*IN:HD*NP:COMP + attach
3,12,START.1 + in + IN:HD*in + PP.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + afternoon + NN:HD*afternoon + NP:COMP*DTP:SPR*NN:HD + attach
3,5,NP:COMP.1*DTP:SPR*ONUM:HD + twentieth + JJ*twentieth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + attach
3,5,NP:COMP.1*DTP:SPR*NN:HD + afternoon + NN:HD*afternoon + NP:COMP*DTP:SPR*NN:HD + PP:ADJ*IN:HD*NP:COMP + attach
3,4,NP:ADJ.2*ADVP:ADJ*CNUM:HD*RB:ADJ + o'clock + RB:ADJ*o'clock + NP:ADJ*ADVP:ADJ*CNUM:HD*RB:ADJ + attach
3,6,VP:COMP.1*TO:HD*VP:COMP + leave + VB:HD*leave + VP:COMP*VB:HD + VP:COMP*TO:HD*VP:COMP + VP:COMP*VB:HD*VP:COMP + attach
3,9,ONUM:HD*JJ + NP.2*DTP:SPR*ONUM:HD*PP:COMP + of + IN:HD*of + PP:COMP.1*IN:HD*NP:COMP + June + NP:HD*June + NP:COMP*NP:HD + PP:COMP*IN:HD*NP:COMP + attach
3,4,AP:COMP.1*DGP:SPR*JJ:HD + bad + JJ:HD*bad + AP:COMP*DGP:SPR*JJ:HD + attach
3,6,PP:ADJ.1*IN:HD*NP:COMP + five + CD*five + CNUM:HD*CD + NP:COMP*CNUM:HD + PP:ADJ*IN:HD*NP:COMP + attach
3,5,VP:COMP.1*VB:HD*AP:COMP + great + JJ:HD*great + AP:COMP*JJ:HD + VP:COMP*VB:HD*AP:COMP + attach
3,7,START.1 + nine + CD*nine + CNUM:HD*CD + NP.1*CNUM:HD*RB:ADJ + o'clock + RB:ADJ*o'clock + attach
3,4,NP:COMP.1*DTP:SPR*NN:HD + idea + NN:HD*idea + NP:COMP*DTP:SPR*NN:HD + attach
3,12,START.1 + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + sounds + VBZ:HD*sounds + S.2*NP:SBJ*VBZ:HD*AP:COMP + good + JJ:HD*good + AP:COMP*JJ:HD + attach
3,5,morning + NN:HD*morning + NP:ADJ*NN:HD + NP:COMP*NP:HD*NP:ADJ + PP:ADJ*IN:HD*NP:COMP + attach
2,8,another + DT*another + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP:COMP.1*DTP:SPR*NN:HD + time + NN:HD*time + NP:COMP*DTP:SPR*NN:HD + attach
2,8,nine + CD*nine + CNUM:HD*CD + NP:COMP.1*CNUM:HD*NN:ADJ + $A-$M + NN:ADJ*$A-$M + NP:COMP*CNUM:HD*NN:ADJ + PP:ADJ*IN:HD*NP:COMP + attach
2,15,START.1 + yeah + UH*yeah + TOP.1*UH*S + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*MD:HD*VP:COMP + will + MD:HD*will + S.2*NP:SBJ*MD:HD*VP:COMP + work + VB:HD*work + VP:COMP*VB:HD + attach
2,8,S.3*VBZ:HD*NP:SBJ*AP:COMP*PP:ADJ + for + IN:HD*for + PP:ADJ.1*IN:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,4,NP:ADJ.1*AP:ADJ*NN:HD + week + NN:HD*week + NP:ADJ*AP:ADJ*NN:HD + attach
2,4,this + DT*this + PR-DM:HD*DT + NP:COMP*PR-DM:HD + attach
2,9,that + DT*that + DT-DM:HD*DT + DTP:SPR*DT-DM:HD + NP:COMP.1*DTP:SPR*NN:HD + time + NN:HD*time + NP:COMP*DTP:SPR*NN:HD + PP:COMP*IN:HD*NP:COMP + attach
2,8,START.1 + every + DT*every + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP.1*DTP:SPR*NN:HD + day + NN:HD*day + attach
2,4,NP:COMP.2*DTP:SPR*AP:ADJ*NN:HD + night + NN:HD*night + NP:COMP*DTP:SPR*AP:ADJ*NN:HD + attach
2,8,eight + CD*eight + CNUM:HD*CD + NP:COMP.1*CNUM:HD*RB:ADJ + o'clock + RB:ADJ*o'clock + NP:COMP*CNUM:HD*RB:ADJ + PP:ADJ*IN:HD*NP:COMP + attach
2,7,you + PP:HD*you + NP:SBJ*PP:HD + S:ADJ?.1*NP:SBJ*VBP:HD + know + VBP:HD*know + S:ADJ?*NP:SBJ*VBP:HD + attach
2,15,TOP.1*UH*VP + talk + VB:HD*talk + VP.1*VB:HD*PP:COMP*ADVP:ADJ + to + IN:HD*to + PP:COMP.1*IN:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + PP:COMP*IN:HD*NP:COMP + VP.2*VB:HD*PP:COMP*ADVP:ADJ + later + RBR:HD*later + ADVP:ADJ*RBR:HD + attach
2,13,START.1 + ten + CD*ten + CNUM:HD*CD + NP.1*CNUM:HD*PP:ADJ + to + IN:HD*to + PP:ADJ.1*IN:HD*NP:COMP + twelve + CD*twelve + CNUM:HD*CD + NP:COMP*CNUM:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,13,every + DT*every + DT-QNT:HD*DT + DTP:SPR*DT-QNT:HD + NP:ADJ.1*DTP:SPR*AP:ADJ*NNS:HD + four + CD:HD*four + AP:ADJ*CD:HD + NP:ADJ.2*DTP:SPR*AP:ADJ*NNS:HD + hours + NNS:HD*hours + NP:ADJ*DTP:SPR*AP:ADJ*NNS:HD + VP:COMP*V-PRP:HD*NP:ADJ + attach
2,6,START.1 + hi + UH*hi + TOP.1*UH*NP + John + NP*John + NP*NP_1
2,4,both + DT*both + DT-QNT:HD*DT + DTP*DT-QNT:HD + attach
2,12,in + IN:HD*in + PP:ADJ.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + morning + NN:HD*morning + NP:COMP*DTP:SPR*NN:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,21,START.1 + how + WRB*how + PR-WH:HD*WRB + ADVP:FLQ*PR-WH:HD + S.1*ADVP:FLQ*VBZ:HD*NP:SBJ*PP:ADJ + is + VBZ:HD*is + S.2*ADVP:FLQ*VBZ:HD*NP:SBJ*PP:ADJ + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.3*ADVP:FLQ*VBZ:HD*NP:SBJ*PP:ADJ + for + IN:HD*for + PP:ADJ.1*IN:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,13,START.1 + Tuesday + NP:HD*Tuesday + NP.1*NP:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + sixteenth + JJ*sixteenth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + attach
2,12,see + VB:HD*see + VP:COMP.1*VB:HD*NP:COMP + a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + play + NN:HD*play + NP:COMP*DTP:SPR*NN:HD + VP:COMP*VB:HD*NP:COMP + attach
2,4,$P-$M + NN:ADJ*$P-$M + NP:COMP*CNUM:HD*NN:ADJ + PP:ADJ*IN:HD*NP:COMP + attach
2,11,START.1 + it + PP:HD*it + NP:SBJ*PP:HD + S.1*NP:SBJ*VBZ:HD*ADVP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*ADVP:COMP + close + RB:HD*close + ADVP:COMP*RB:HD + attach
2,7,Thursday + NP:HD*Thursday + NP:ADJ.1*NP:HD*NP:ADJ + morning + NN:HD*morning + NP:ADJ*NN:HD + NP:ADJ*NP:HD*NP:ADJ + attach
2,7,START.1 + six + CD:HD*six + AP:ADJ*CD:HD + NP.1*AP:ADJ*NNS:HD + hours + NNS:HD*hours + attach
2,6,New + NP*New + NP:COMP.1*NP*NP + York + NP*York + NP:COMP*NP*NP + attach
2,6,NP:COMP.1*CNUM:HD*NN:ADJ + $A-$M + NN:ADJ*$A-$M + NP:COMP*CNUM:HD*NN:ADJ + PP:ADJ*IN:HD*NP:COMP + VP:COMP*VB:HD*PP:ADJ + attach
2,5,CNJ*CC + ADVP.1*CNJ*ADVP + then + RB:HD*then + ADVP*RB:HD + attach
2,16,near + IN:HD*near + PP:COMP.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*N:HD + train + NN*train + N:HD.1*NN*NN:HD + station + NN:HD*station + N:HD*NN*NN:HD + NP:COMP*DTP:SPR*N:HD + PP:COMP*IN:HD*NP:COMP + attach
2,5,START.1 + okay + UH*okay + TOP.1*UH*UH + well + UH*well_1
2,5,NP:COMP.1*DTP:SPR*ONUM:HD + seventeenth + JJ*seventeenth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + attach
2,7,my + PP$:HD*my + NP:SPR*PP$:HD + NP:COMP.1*NP:SPR*NN:HD + vacation + NN:HD*vacation + NP:COMP*NP:SPR*NN:HD + attach
2,5,VP:COMP.1*VB:HD*NP:ADJ + Thursday + NP:HD*Thursday + NP:ADJ*NP:HD + VP:COMP*VB:HD*NP:ADJ + attach
2,10,AP:COMP*JJ:HD + VP:COMP.2*VB:HD*AP:COMP*PP:ADJ + with + IN:HD*with + PP:ADJ.1*IN:HD*NP:COMP + me + PP:HD*me + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + VP:COMP*VB:HD*AP:COMP*PP:ADJ + attach
2,11,START.1 + let + VBP:HD*let + S.1*VBP:HD*NP:COMP*VP:COMP + us + PP:HD*us + NP:COMP*PP:HD + S.2*VBP:HD*NP:COMP*VP:COMP + say + VB:HD*say + VP:COMP*VB:HD + attach
2,8,June + NP:HD*June + NP:COMP.1*NP:HD*NP:COMP + seventh + JJ*seventh + ONUM:HD*JJ + NP:COMP*ONUM:HD + NP:COMP*NP:HD*NP:COMP + attach
2,15,START.1 + okay + UH*okay + TOP.1*UH*S + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*AP:COMP + fine + JJ:HD*fine + AP:COMP*JJ:HD + attach
2,16,START.1 + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*MD:HD*VP:COMP + would + MD:HD*would + S.2*NP:SBJ*MD:HD*VP:COMP + be + VB:HD*be + VP:COMP.1*VB:HD*AP:COMP + good + JJ:HD*good + AP:COMP*JJ:HD + VP:COMP*VB:HD*AP:COMP + attach
2,6,PP:ADJ.1*IN:HD*NP:COMP + twelve + CD*twelve + CNUM:HD*CD + NP:COMP*CNUM:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,9,S.2*NP:SBJ*VBZ:HD*AP:COMP + even + RB*even + DG:HD*RB + DGP:SPR*DG:HD + AP:COMP.1*DGP:SPR*JJR:HD + better + JJR:HD*better + AP:COMP*DGP:SPR*JJR:HD + attach
2,15,START.1 + yeah + UH*yeah + TOP.1*UH*S + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP + sounds + VBZ:HD*sounds + S.2*NP:SBJ*VBZ:HD*AP:COMP + good + JJ:HD*good + AP:COMP*JJ:HD + attach
2,8,at + IN:HD*at + PP:ADJ.1*IN:HD*NP:COMP + two + CD*two + CNUM:HD*CD + NP:COMP*CNUM:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,12,START.1 + of + IN:HD*of + PP.1*IN:HD*NP:COMP + this + DT*this + DT-DM:HD*DT + DTP:SPR*DT-DM:HD + NP:COMP.1*DTP:SPR*NN:HD + month + NN:HD*month + NP:COMP*DTP:SPR*NN:HD + attach
2,7,second + JJ:HD*second + AP:ADJ*JJ:HD + NP:COMP.2*DTP:SPR*AP:ADJ*NN:HD + one + NN:HD*one + NP:COMP*DTP:SPR*AP:ADJ*NN:HD + attach
2,5,START.1 + okay + UH*okay + TOP.1*UH*UH + fine + UH*fine_1
2,16,START.1 + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*MD:HD*VP:COMP + will + MD:HD*will + S.2*NP:SBJ*MD:HD*VP:COMP + be + VB:HD*be + VP:COMP.1*VB:HD*AP:COMP + fine + JJ:HD*fine + AP:COMP*JJ:HD + VP:COMP*VB:HD*AP:COMP + attach
2,6,"NP:SBJ*PP:HD + S.5*NP:ADJ*,:PAR*ADVP:FLQ*VBP:HD*NP:SBJ*VP:COMP + doing + VBG*doing + V-PRP:HD*VBG + VP:COMP*V-PRP:HD + attach"
2,9,START.1 + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*ONUM:HD + first + JJ*first + ONUM:HD*JJ + attach
2,5,NP:COMP.1*DTP:SPR*NN:HD + double + NN:HD*double + NP:COMP*DTP:SPR*NN:HD + VP:COMP*VB:HD*NP:COMP + attach
2,5,START.1 + oh + UH*oh + TOP.1*UH*UH + no + UH*no_1
2,7,TOP.2*S*DTP*S + never + RB:HD*never + ADVP:ADJ*RB:HD + S.1*ADVP:ADJ*VBP:HD + mind + VBP:HD*mind + attach
2,6,START.1 + oh + UH*oh + TOP.1*UH*AP + good + JJ:HD*good + AP*JJ:HD_1
2,24,START.1 + what + WDT*what + DT-WH:HD*WDT + DTP:SPR*DT-WH:HD + NP:SBQ.1*DTP:SPR*NN:HD + time + NN:HD*time + NP:SBQ*DTP:SPR*NN:HD + S.1*NP:SBQ*VBZ:HD*AP:COMP*PP:ADJ + is + VBZ:HD*is + S.2*NP:SBQ*VBZ:HD*AP:COMP*PP:ADJ + good + JJ:HD*good + AP:COMP*JJ:HD + S.3*NP:SBQ*VBZ:HD*AP:COMP*PP:ADJ + for + IN:HD*for + PP:ADJ.1*IN:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,5,START.1 + yeah + UH*yeah + TOP.1*UH*UH + sure + UH*sure_1
2,8,START.1 + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP.1*DTP:SPR*NN:HD + dog + NN:HD*dog + attach
2,20,START.1 + I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*AP:COMP + am + VBP:HD*am + S.2*NP:SBJ*VBP:HD*AP:COMP + fine + JJ:HD*fine + AP:COMP*JJ:HD + S*NP:SBJ*VBP:HD*AP:COMP + TOP.1*S*NP + and + CC*and + CNJ*CC + NP.1*CNJ*NP + you + PP:HD*you + NP*PP:HD + attach
2,12,START.1 + what + WDT*what + DT-WH:HD*WDT + DTP:SPR*DT-WH:HD + NP.1*DTP:SPR*NN:HD*NP:ADJ + time + NN:HD*time + NP.2*DTP:SPR*NN:HD*NP:ADJ + Thursday + NP:HD*Thursday + NP:ADJ*NP:HD + attach
2,6,plane + NN*plane + N:HD.1*NN*NNS:HD + schedules + NNS:HD*schedules + N:HD*NN*NNS:HD + attach
2,5,START.1 + okay + UH*okay + TOP.1*UH*UH + sure + UH*sure_1
2,7,START.1 + Wednesday + NP:HD*Wednesday + NP.1*NP:HD*NP:ADJ + night + NN:HD*night + NP:ADJ*NN:HD + attach
2,4,NP:PAR.1*DTP:SPR*NN:HD + time + NN:HD*time + NP:PAR*DTP:SPR*NN:HD + attach
2,7,START.1 + Monday + NP:HD*Monday + NP.1*NP:HD*NP:ADJ + morning + NN:HD*morning + NP:ADJ*NN:HD + attach
2,14,START.1 + yeah + UH*yeah + TOP.1*UH*S + I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD*ADVP:ADJ + guess + VBP:HD*guess + S.2*NP:SBJ*VBP:HD*ADVP:ADJ + so + RB:HD*so + ADVP:ADJ*RB:HD + attach
2,10,START.1 + yes + UH*yes + TOP.1*UH*S + I + PP:HD*I + NP:SBJ*PP:HD + S.1*NP:SBJ*VBP:HD + do + VBP:HD*do + attach
2,7,next + JJ:HD*next + AP:ADJ*JJ:HD + NP:ADJ.1*AP:ADJ*NN:HD + week + NN:HD*week + NP:ADJ*AP:ADJ*NN:HD + attach
2,5,START.1 + oh + UH*oh + TOP.1*UH*UH + great + UH*great_1
2,6,START.1 + and + CC*and + CNJ*CC + TOP.1*CNJ*UH + yeah + UH*yeah_1
2,4,NP:COMP.1*DTP:SPR*NP:HD + Monday + NP:HD*Monday + NP:COMP*DTP:SPR*NP:HD + attach
2,20,START.1 + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.1*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + fine + JJ:HD*fine + AP:COMP*JJ:HD + S.3*NP:SBJ*VBZ:HD*AP:COMP*PP:ADJ + with + IN:HD*with + PP:ADJ.1*IN:HD*NP:COMP + me + PP:HD*me + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,25,START.1 + it + PP:HD*it + NP:SBJ*PP:HD + S.1*NP:SBJ*VBZ:HD*NP:COMP + is + VBZ:HD*is + S.2*NP:SBJ*VBZ:HD*NP:COMP + a + DT*a + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*N:HD + twelve + CD:HD*twelve + AP:ADJ*CD:HD + NP.1*AP:ADJ*NN:HD + hour + NN:HD*hour + NP*AP:ADJ*NN:HD + N:HD.1*NP*NN:HD + flight + NN:HD*flight + N:HD*NP*NN:HD + NP:COMP*DTP:SPR*N:HD + attach
2,6,AP:COMP*JJ:HD + VP:COMP.2*VB:HD*AP:COMP*ADVP:ADJ + then + RB:HD*then + ADVP:ADJ*RB:HD + VP:COMP*VB:HD*AP:COMP*ADVP:ADJ + attach
2,7,START.1 + eight + CD*eight + CNUM:HD*CD + NP.1*CNUM:HD*RB:ADJ + o'clock + RB:ADJ*o'clock + attach
2,8,TOP.1*UH*AP + very + RB*very + DG:HD*RB + DGP:SPR*DG:HD + AP.1*DGP:SPR*JJ:HD + good + JJ:HD*good + attach
2,13,NP.2*DTP:SPR*NN:HD*PP:ADJ + in + IN:HD*in + PP:ADJ.1*IN:HD*NP:COMP + the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*NN:HD + afternoon + NN:HD*afternoon + NP:COMP*DTP:SPR*NN:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,11,"NP:COMP.1*DTP:SPR*N:HD + bar + NN*bar + N:HD.1*NN*,:PAR*NN:HD + , + ,:PAR*, + N:HD.2*NN*,:PAR*NN:HD + restaurant + NN:HD*restaurant + N:HD*NN*,:PAR*NN:HD + NP:COMP*DTP:SPR*N:HD + attach"
2,4,S:COMP.1*NP:SBJ*MD:HD + should + MD:HD*should + S:COMP*NP:SBJ*MD:HD + attach
2,18,START.1 + okay + UH*okay + TOP.1*UH*AP + nice + JJ:HD*nice + AP.1*JJ:HD*VP:COMP + to + TO:HD*to + VP:COMP.1*TO:HD*VP:COMP + meet + VB:HD*meet + VP:COMP.1*VB:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + VP:COMP*VB:HD*NP:COMP + VP:COMP*TO:HD*VP:COMP + attach
2,25,START.1 + how + WRB*how + PR-WH:HD*WRB + ADVP:FLQ*PR-WH:HD + S.1*ADVP:FLQ*VBZ:HD*NP:SBJ*VP:COMP + does + VBZ:HD*does + S.2*ADVP:FLQ*VBZ:HD*NP:SBJ*VP:COMP + that + DT*that + PR-DM:HD*DT + NP:SBJ*PR-DM:HD + S.3*ADVP:FLQ*VBZ:HD*NP:SBJ*VP:COMP + sound + VB:HD*sound + VP:COMP.1*VB:HD*PP:COMP + to + IN:HD*to + PP:COMP.1*IN:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + PP:COMP*IN:HD*NP:COMP + VP:COMP*VB:HD*PP:COMP + attach
2,7,in + IN:HD*in + PP:ADJ.1*IN:HD*NP:COMP + January + NP:HD*January + NP:COMP*NP:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,5,nine + CD*nine + CNUM:HD*CD + NP:COMP*CNUM:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,6,piano + NN*piano + N:HD.1*NN*NN:HD + bar + NN:HD*bar + N:HD*NN*NN:HD + attach
2,5,NP:COMP.1*DTP:SPR*NNS:HD + hotels + NNS:HD*hotels + NP:COMP*DTP:SPR*NNS:HD + VP:COMP*VB:HD*NP:COMP + attach
2,5,NP:COMP.1*DTP:SPR*ONUM:HD + ninth + JJ*ninth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + attach
2,17,PR-WH:HD*WP + NP:SBQ*PR-WH:HD + S.1*NP:SBQ*VBZ:HD*AP:COMP*PP:ADJ + is + VBZ:HD*is + S.2*NP:SBQ*VBZ:HD*AP:COMP*PP:ADJ + good + JJ:HD*good + AP:COMP*JJ:HD + S.3*NP:SBQ*VBZ:HD*AP:COMP*PP:ADJ + for + IN:HD*for + PP:ADJ.1*IN:HD*NP:COMP + you + PP:HD*you + NP:COMP*PP:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,5,NP:COMP.1*DTP:SPR*NN:HD + morning + NN:HD*morning + NP:COMP*DTP:SPR*NN:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,9,the + DT*the + DT-ART:HD*DT + DTP:SPR*DT-ART:HD + NP:COMP.1*DTP:SPR*ONUM:HD + fourth + JJ*fourth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + attach
2,5,VP:COMP.1*VB:HD*AP:COMP + nice + JJ:HD*nice + AP:COMP*JJ:HD + VP:COMP*VB:HD*AP:COMP + attach
2,5,NP:COMP.1*DTP:SPR*ONUM:HD + fifteenth + JJ*fifteenth + ONUM:HD*JJ + NP:COMP*DTP:SPR*ONUM:HD + attach
2,6,START.1 + hi + UH*hi + TOP.1*UH*NP + Chris + NP*Chris + NP*NP_1
2,5,PP:ADJ.1*IN:HD*NP:COMP + Friday + NP:HD*Friday + NP:COMP*NP:HD + PP:ADJ*IN:HD*NP:COMP + attach
2,4,S*VBP:HD*NP:SBJ*VP:COMP + TOP.1*S*CNJ + or + CC*or + CNJ*CC_1
